,Source,Target,Type,weight,book
490,Jon_Arryn,Stannis_Baratheon,Undirected,13,1
491,Jon_Arryn,Tyrion_Lannister,Undirected,5,1
492,Jon_Arryn,Varys,Undirected,5,1
493,Jon_Snow,Jory_Cassel,Undirected,3,1
494,Jon_Snow,Luwin,Undirected,10,1
495,Jon_Snow,Matthar,Undirected,3,1
496,Jon_Snow,Mordane,Undirected,4,1
497,Jon_Snow,Othor,Undirected,5,1
498,Jon_Snow,Pypar,Undirected,45,1
499,Jon_Snow,Rast,Undirected,8,1
500,Jon_Snow,Rickon_Stark,Undirected,11,1
501,Jon_Snow,Robb_Stark,Undirected,53,1
502,Jon_Snow,Robert_Baratheon,Undirected,18,1
503,Jon_Snow,Rodrik_Cassel,Undirected,3,1
504,Jon_Snow,Samwell_Tarly,Undirected,81,1
505,Jon_Snow,Sansa_Stark,Undirected,8,1
506,Jon_Snow,Theon_Greyjoy,Undirected,8,1
507,Jon_Snow,Todder,Undirected,13,1
508,Jon_Snow,Tyrion_Lannister,Undirected,56,1
509,Jon_Snow,Yoren,Undirected,6,1
510,Jon_Umber__Greatjon_,Maege_Mormont,Undirected,5,1
511,Jon_Umber__Greatjon_,Rickard_Karstark,Undirected,7,1
512,Jon_Umber__Greatjon_,Robb_Stark,Undirected,8,1
513,Jon_Umber__Greatjon_,Roose_Bolton,Undirected,3,1
514,Jon_Umber__Greatjon_,Theon_Greyjoy,Undirected,5,1
515,Jon_Umber__Greatjon_,Tywin_Lannister,Undirected,3,1
516,Jonos_Bracken,Tytos_Blackwood,Undirected,3,1
517,Jorah_Mormont,Mirri_Maz_Duur,Undirected,5,1
518,Jorah_Mormont,Qotho,Undirected,7,1
519,Jorah_Mormont,Rhaegar_Targaryen,Undirected,5,1
520,Jorah_Mormont,Robert_Baratheon,Undirected,3,1
521,Jorah_Mormont,Viserys_Targaryen,Undirected,15,1
522,Jory_Cassel,Mordane,Undirected,3,1
523,Jory_Cassel,Petyr_Baelish,Undirected,8,1
524,Jory_Cassel,Robb_Stark,Undirected,9,1
525,Jory_Cassel,Robert_Baratheon,Undirected,7,1
526,Jory_Cassel,Rodrik_Cassel,Undirected,5,1
527,Jory_Cassel,Sansa_Stark,Undirected,9,1
528,Jory_Cassel,Stannis_Baratheon,Undirected,3,1
529,Jory_Cassel,Theon_Greyjoy,Undirected,3,1
530,Jory_Cassel,Tomard,Undirected,5,1
531,Jory_Cassel,Vayon_Poole,Undirected,5,1
532,Jory_Cassel,Wyl__guard_,Undirected,6,1
533,Joseth,Luwin,Undirected,3,1
534,Jyck,Morrec,Undirected,5,1
535,Jyck,Tyrion_Lannister,Undirected,6,1
536,Karyl_Vance,Marq_Piper,Undirected,3,1
537,Kevan_Lannister,Tyrion_Lannister,Undirected,15,1
538,Kevan_Lannister,Tywin_Lannister,Undirected,9,1
539,Kurleket,Tyrion_Lannister,Undirected,5,1
540,Lancel_Lannister,Robert_Baratheon,Undirected,3,1
541,Leo_Lefford,Tyrion_Lannister,Undirected,4,1
542,Loras_Tyrell,Mace_Tyrell,Undirected,3,1
543,Loras_Tyrell,Petyr_Baelish,Undirected,5,1
544,Loras_Tyrell,Renly_Baratheon,Undirected,5,1
545,Loras_Tyrell,Robert_Baratheon,Undirected,4,1
546,Loras_Tyrell,Rodrik_Cassel,Undirected,3,1
547,Loras_Tyrell,Sandor_Clegane,Undirected,4,1
548,Loras_Tyrell,Sansa_Stark,Undirected,14,1
549,Luwin,Nan,Undirected,4,1
550,Luwin,Osha,Undirected,16,1
551,Luwin,Rickard_Karstark,Undirected,3,1
552,Luwin,Rickon_Stark,Undirected,9,1
553,Luwin,Robb_Stark,Undirected,20,1
554,Luwin,Rodrik_Cassel,Undirected,3,1
555,Luwin,Theon_Greyjoy,Undirected,10,1
556,Luwin,Tommen_Baratheon,Undirected,3,1
557,Luwin,Tyrion_Lannister,Undirected,10,1
558,Lyanna_Stark,Robert_Baratheon,Undirected,9,1
559,Lyanna_Stark,Sansa_Stark,Undirected,4,1
560,Lyn_Corbray,Lysa_Arryn,Undirected,3,1
561,Lysa_Arryn,Petyr_Baelish,Undirected,4,1
562,Lysa_Arryn,Robert_Arryn,Undirected,8,1
563,Lysa_Arryn,Robert_Baratheon,Undirected,5,1
564,Lysa_Arryn,Stannis_Baratheon,Undirected,4,1
565,Lysa_Arryn,Tyrion_Lannister,Undirected,25,1
566,Lysa_Arryn,Vardis_Egen,Undirected,5,1
567,Mace_Tyrell,Paxter_Redwyne,Undirected,3,1
568,Maege_Mormont,Rickard_Karstark,Undirected,3,1
569,Maegor_I_Targaryen,Sansa_Stark,Undirected,4,1
570,Marillion,Rodrik_Cassel,Undirected,5,1
571,Marillion,Tyrion_Lannister,Undirected,10,1
572,Marillion,Willis_Wode,Undirected,4,1
573,Marq_Piper,Tywin_Lannister,Undirected,3,1
574,Meryn_Trant,Robert_Baratheon,Undirected,3,1
575,Meryn_Trant,Sandor_Clegane,Undirected,4,1
576,Meryn_Trant,Sansa_Stark,Undirected,5,1
577,Meryn_Trant,Syrio_Forel,Undirected,5,1
578,Mirri_Maz_Duur,Qotho,Undirected,9,1
579,Mord,Tyrion_Lannister,Undirected,20,1
580,Mordane,Myrcella_Baratheon,Undirected,12,1
581,Mordane,Petyr_Baelish,Undirected,3,1
582,Mordane,Robert_Baratheon,Undirected,7,1
583,Mordane,Sansa_Stark,Undirected,43,1
584,Morrec,Tyrion_Lannister,Undirected,5,1
585,Mycah,Sandor_Clegane,Undirected,5,1
586,Mycah,Sansa_Stark,Undirected,10,1
587,Myrcella_Baratheon,Robert_Baratheon,Undirected,3,1
588,Myrcella_Baratheon,Sansa_Stark,Undirected,8,1
589,Myrcella_Baratheon,Tommen_Baratheon,Undirected,6,1
590,Nan,Robb_Stark,Undirected,4,1
591,Osha,Robb_Stark,Undirected,3,1
592,Petyr_Baelish,Pycelle,Undirected,14,1
593,Petyr_Baelish,Renly_Baratheon,Undirected,12,1
594,Petyr_Baelish,Robert_Baratheon,Undirected,30,1
595,Petyr_Baelish,Rodrik_Cassel,Undirected,7,1
596,Petyr_Baelish,Sandor_Clegane,Undirected,3,1
597,Petyr_Baelish,Sansa_Stark,Undirected,8,1
598,Petyr_Baelish,Tomard,Undirected,4,1
599,Petyr_Baelish,Tyrion_Lannister,Undirected,11,1
600,Petyr_Baelish,Varys,Undirected,29,1
601,Pycelle,Renly_Baratheon,Undirected,7,1
602,Pycelle,Robert_Baratheon,Undirected,26,1
603,Pycelle,Sansa_Stark,Undirected,8,1
604,Pycelle,Stannis_Baratheon,Undirected,3,1
605,Pycelle,Tywin_Lannister,Undirected,4,1
606,Pycelle,Varys,Undirected,17,1
607,Pypar,Rast,Undirected,4,1
608,Pypar,Samwell_Tarly,Undirected,11,1
609,Pypar,Todder,Undirected,8,1
610,Qotho,Quaro,Undirected,4,1
611,Quaro,Rakharo,Undirected,6,1
612,Randyll_Tarly,Samwell_Tarly,Undirected,5,1
613,Rast,Samwell_Tarly,Undirected,3,1
614,Raymun_Darry,Robert_Baratheon,Undirected,8,1
615,Renly_Baratheon,Robb_Stark,Undirected,3,1
616,Renly_Baratheon,Robert_Baratheon,Undirected,42,1
617,Renly_Baratheon,Sandor_Clegane,Undirected,7,1
618,Renly_Baratheon,Sansa_Stark,Undirected,5,1
619,Renly_Baratheon,Stannis_Baratheon,Undirected,19,1
620,Renly_Baratheon,Tyrion_Lannister,Undirected,4,1
621,Renly_Baratheon,Varys,Undirected,9,1
622,Rhaegar_Targaryen,Robert_Baratheon,Undirected,22,1
623,Rhaegar_Targaryen,Sansa_Stark,Undirected,3,1
624,Rhaegar_Targaryen,Tywin_Lannister,Undirected,4,1
625,Rhaegar_Targaryen,Viserys_Targaryen,Undirected,5,1
626,Rickard_Karstark,Robb_Stark,Undirected,9,1
627,Rickard_Karstark,Roose_Bolton,Undirected,3,1
628,Rickon_Stark,Robb_Stark,Undirected,20,1
629,Rickon_Stark,Sansa_Stark,Undirected,8,1
630,Rickon_Stark,Tyrion_Lannister,Undirected,4,1
631,Robb_Stark,Robert_Baratheon,Undirected,6,1
632,Robb_Stark,Rodrik_Cassel,Undirected,15,1
633,Robb_Stark,Roose_Bolton,Undirected,6,1
634,Robb_Stark,Samwell_Tarly,Undirected,4,1
635,Robb_Stark,Sansa_Stark,Undirected,13,1
636,Robb_Stark,Stiv,Undirected,3,1
637,Robb_Stark,Theon_Greyjoy,Undirected,37,1
638,Robb_Stark,Torrhen_Karstark,Undirected,3,1
639,Robb_Stark,Tyrion_Lannister,Undirected,11,1
640,Robb_Stark,Tywin_Lannister,Undirected,9,1
641,Robb_Stark,Walder_Frey,Undirected,7,1
642,Robb_Stark,Wendel_Manderly,Undirected,3,1
643,Robb_Stark,Yoren,Undirected,3,1
644,Robert_Arryn,Tyrion_Lannister,Undirected,9,1
645,Robert_Baratheon,Sandor_Clegane,Undirected,9,1
646,Robert_Baratheon,Sansa_Stark,Undirected,26,1
647,Robert_Baratheon,Stannis_Baratheon,Undirected,21,1
648,Robert_Baratheon,Tommen_Baratheon,Undirected,3,1
649,Robert_Baratheon,Tyrion_Lannister,Undirected,18,1
650,Robert_Baratheon,Tywin_Lannister,Undirected,13,1
651,Robert_Baratheon,Varys,Undirected,36,1
652,Robert_Baratheon,Vayon_Poole,Undirected,3,1
653,Robert_Baratheon,Viserys_Targaryen,Undirected,7,1
654,Rodrik_Cassel,Theon_Greyjoy,Undirected,6,1
655,Rodrik_Cassel,Tyrion_Lannister,Undirected,10,1
656,Rodrik_Cassel,Willis_Wode,Undirected,7,1
657,Roose_Bolton,Tywin_Lannister,Undirected,4,1
658,Sandor_Clegane,Sansa_Stark,Undirected,23,1
659,Sandor_Clegane,Tyrion_Lannister,Undirected,5,1
660,Sansa_Stark,Stannis_Baratheon,Undirected,3,1
661,Sansa_Stark,Tomard,Undirected,3,1
662,Sansa_Stark,Tyrion_Lannister,Undirected,3,1
663,Sansa_Stark,Varys,Undirected,4,1
664,Shae,Tyrion_Lannister,Undirected,12,1
665,Shagga,Timett,Undirected,4,1
666,Shagga,Tyrion_Lannister,Undirected,17,1
667,Shagga,Ulf_son_of_Umar,Undirected,4,1
668,Stannis_Baratheon,Tywin_Lannister,Undirected,4,1
669,Stannis_Baratheon,Varys,Undirected,5,1
670,Stevron_Frey,Walder_Frey,Undirected,3,1
671,Theon_Greyjoy,Tyrion_Lannister,Undirected,3,1
672,Theon_Greyjoy,Tywin_Lannister,Undirected,3,1
673,Theon_Greyjoy,Walder_Frey,Undirected,4,1
674,Timett,Tyrion_Lannister,Undirected,3,1
675,Tommen_Baratheon,Tyrion_Lannister,Undirected,3,1
676,Tyrion_Lannister,Tywin_Lannister,Undirected,40,1
677,Tyrion_Lannister,Vardis_Egen,Undirected,9,1
678,Tyrion_Lannister,Varys,Undirected,3,1
679,Tyrion_Lannister,Willis_Wode,Undirected,4,1
680,Tyrion_Lannister,Yoren,Undirected,10,1
681,Tywin_Lannister,Varys,Undirected,4,1
682,Tywin_Lannister,Walder_Frey,Undirected,8,1
683,Waymar_Royce,Will__prologue_,Undirected,18,1
